"schoolid","schoolname","calendaryear","firsttimebaryear","gradtotal","graddidnottake","graddidnottakepct","gradnoinfo","gradnoinfopct","graddidnottakenoinfopct","prioryrfirsttimetaker","totalfirsttimetakers","totalfirsttimepassers","reportpct","avgschoolpasspct","avgstatepasspct","avgpasspctdiff","ultimatebaryear","ultimatecohorttotal","ultimatedidnottake","ultimatenoinfo","ultimatetakers","ultimatepassers","ultimateschoolpasspct"
"00132600","Santa Clara University","2015","2014","","","","","","","","266","","0.91730000","0.60660000","0.66050000","-0.05390000","","","","","","",""
"00132600","Santa Clara University","2016","2015","","","","","","","","213","","0.97650000","0.68270000","0.63700000","0.04570000","","","","","","",""
"00132600","Santa Clara University","2017","2016","202","22","","5","","","40","215","","","0.63720000","0.60520000","0.03200000","","","","","","",""
"00132600","Santa Clara University","2018","2017","133","17","","2","","","25","139","","","0.76970000","0.66450000","0.10520000","2015","213","1","1","211","182","0.86260000"
"00132600","Santa Clara University","2019","2018","224","30","0.13390000","0","0.00000000","0.13390000","12","206","121","","0.58740000","0.60690000","-0.01950000","2016","202","8","0","194","179","0.92270000"
"00132600","Santa Clara University","2020","2019","214","36","0.16820000","0","0.00000000","0.16820000","26","204","132","","0.64710000","0.69580000","-0.04870000","2017","134","3","0","131","116","0.88550000"
"00132800","University of Southern California","2009","2008","","","","","","","","207","","0.87920000","0.89560000","0.78070000","0.11490000","","","","","","",""
"00132800","University of Southern California","2010","2009","","","","","","","","205","","0.90240000","0.90810000","0.73190000","0.17620000","","","","","","",""
"00132800","University of Southern California","2011","2010","","","","","","","","195","","0.89230000","0.90230000","0.71240000","0.18990000","","","","","","",""
"00132800","University of Southern California","2012","2011","","","","","","","","200","","0.92000000","0.91300000","0.72150000","0.19150000","","","","","","",""
"00132800","University of Southern California","2013","2012","","","","","","","","209","","0.89950000","0.87230000","0.71430000","0.15800000","","","","","","",""
"00132800","University of Southern California","2014","2013","","","","","","","","222","","0.99550000","0.85980000","0.71280000","0.14700000","","","","","","",""
"00132800","University of Southern California","2015","2014","","","","","","","","214","","0.95790000","0.86830000","0.66420000","0.20410000","","","","","","",""
"00132800","University of Southern California","2016","2015","","","","","","","","211","","0.92420000","0.87180000","0.63700000","0.23480000","","","","","","",""
"00132800","University of Southern California","2017","2016","197","4","","4","","","5","194","","","0.87110000","0.61110000","0.26000000","","","","","","",""
"00132800","University of Southern California","2018","2017","211","8","","1","","","4","206","","","0.88840000","0.67420000","0.21420000","2015","216","5","0","211","199","0.94310000"
"00132800","University of Southern California","2019","2018","199","12","0.06030000","3","0.01510000","0.07540000","11","195","158","","0.81020000","0.61840000","0.19180000","2016","197","4","4","189","164","0.86770000"
"00132800","University of Southern California","2020","2019","224","10","0.04460000","2","0.00890000","0.05360000","7","220","193","","0.87730000","0.70060000","0.17670000","2017","211","3","2","206","196","0.95150000"
"00132901","McGeorge School of Law","2009","2008","","","","","","","","301","","0.92030000","0.79780000","0.78070000","0.01710000","","","","","","",""
"00132901","McGeorge School of Law","2010","2009","","","","","","","","256","","0.93360000","0.77410000","0.73190000","0.04220000","","","","","","",""
"00132901","McGeorge School of Law","2011","2010","","","","","","","","298","","0.95970000","0.69580000","0.71240000","-0.01660000","","","","","","",""
"00132901","McGeorge School of Law","2012","2011","","","","","","","","293","","0.93170000","0.67770000","0.72150000","-0.04380000","","","","","","",""
"00132901","McGeorge School of Law","2013","2012","","","","","","","","321","","0.92830000","0.71140000","0.71430000","-0.00290000","","","","","","",""
"00132901","McGeorge School of Law","2014","2013","","","","","","","","286","","0.99650000","0.67720000","0.71180000","-0.03460000","","","","","","",""
"00132901","McGeorge School of Law","2015","2014","","","","","","","","192","","1.00000000","0.64060000","0.66340000","-0.02280000","","","","","","",""
"00132901","McGeorge School of Law","2016","2015","","","","","","","","228","","1.00000000","0.69320000","0.64600000","0.04720000","","","","","","",""
"00132901","McGeorge School of Law","2017","2016","138","15","","5","","","25","143","","","0.58740000","0.60410000","-0.01670000","","","","","","",""
"00132901","McGeorge School of Law","2018","2017","130","2","","14","","","13","127","","","0.62200000","0.66420000","-0.04220000","2015","218","1","9","208","171","0.82210000"
"00132901","McGeorge School of Law","2019","2018","135","20","0.14810000","2","0.01480000","0.16300000","2","115","59","","0.51300000","0.60950000","-0.09650000","2016","138","1","5","132","97","0.73480000"
"00132901","McGeorge School of Law","2020","2019","141","9","0.06380000","5","0.03550000","0.09930000","2","129","84","","0.65120000","0.69200000","-0.04080000","2017","130","3","0","127","103","0.81100000"
"00134201","Whittier Law School","2009","2008","","","","","","","","166","","0.79520000","0.82580000","0.78070000","0.04510000","","","","","","",""
"00134201","Whittier Law School","2010","2009","","","","","","","","167","","0.76650000","0.65610000","0.74010000","-0.08400000","","","","","","",""
"00134201","Whittier Law School","2011","2010","","","","","","","","144","","0.89580000","0.52730000","0.71560000","-0.18830000","","","","","","",""
"00134201","Whittier Law School","2012","2011","","","","","","","","125","","0.99200000","0.56460000","0.72370000","-0.15910000","","","","","","",""
"00134201","Whittier Law School","2013","2012","","","","","","","","168","","0.96430000","0.69140000","0.71580000","-0.02440000","","","","","","",""
"00134201","Whittier Law School","2014","2013","","","","","","","","204","","0.98530000","0.65690000","0.71480000","-0.05790000","","","","","","",""
"00134201","Whittier Law School","2015","2014","","","","","","","","189","","0.97880000","0.47030000","0.66390000","-0.19360000","","","","","","",""
"00134201","Whittier Law School","2016","2015","","","","","","","","135","","0.99260000","0.38070000","0.63810000","-0.25740000","","","","","","",""
"00134201","Whittier Law School","2017","2016","127","12","","4","","","17","128","","","0.22660000","0.60160000","-0.37500000","","","","","","",""
"00134201","Whittier Law School","2018","2017","150","3","","21","","","13","139","","","0.35260000","0.66630000","-0.31370000","2015","140","0","4","136","101","0.74260000"
"00134201","Whittier Law School","2019","2018","86","18","0.20930000","5","0.05810000","0.26740000","24","87","19","","0.21840000","0.61710000","-0.39870000","2016","127","0","3","124","71","0.57260000"
"00137000","University of Colorado","2009","2008","","","","","","","","155","","0.86450000","0.93280000","0.83290000","0.09990000","","","","","","",""
"00137000","University of Colorado","2010","2009","","","","","","","","166","","0.84940000","0.92910000","0.85670000","0.07240000","","","","","","",""
"00137000","University of Colorado","2011","2010","","","","","","","","168","","0.87500000","0.95240000","0.82790000","0.12450000","","","","","","",""
"00137000","University of Colorado","2012","2011","","","","","","","","173","","0.88440000","0.93460000","0.86020000","0.07440000","","","","","","",""
"00137000","University of Colorado","2013","2012","","","","","","","","168","","0.94640000","0.88680000","0.83850000","0.04830000","","","","","","",""
"00137000","University of Colorado","2014","2013","","","","","","","","171","","0.92400000","0.89240000","0.81990000","0.07250000","","","","","","",""
"00137000","University of Colorado","2015","2014","","","","","","","","157","","0.90450000","0.82390000","0.78380000","0.04010000","","","","","","",""
"00137000","University of Colorado","2016","2015","","","","","","","","158","","0.91770000","0.87590000","0.75750000","0.11840000","","","","","","",""
"00137000","University of Colorado","2017","2016","180","12","","0","","","9","177","","","0.81360000","0.75540000","0.05820000","","","","","","",""
"00137000","University of Colorado","2018","2017","167","12","","0","","","8","163","","","0.87730000","0.75540000","0.12190000","2015","157","4","0","153","147","0.96080000"
"00137000","University of Colorado","2019","2018","196","17","0.08670000","0","0.00000000","0.08670000","8","187","154","","0.82350000","0.72910000","0.09440000","2016","180","5","0","175","166","0.94860000"
"00137000","University of Colorado","2020","2019","154","14","0.09090000","0","0.00000000","0.09090000","12","152","133","","0.87500000","0.76540000","0.10960000","2017","167","4","0","163","158","0.96930000"
"00137100","University of Denver","2009","2008","","","","","","","","352","","0.76700000","0.80370000","0.83290000","-0.02920000","","","","","","",""
"00137100","University of Denver","2010","2009","","","","","","","","317","","0.89590000","0.87680000","0.85670000","0.02010000","","","","","","",""
"00137100","University of Denver","2011","2010","","","","","","","","366","","0.78960000","0.86160000","0.82790000","0.03370000","","","","","","",""
"00137100","University of Denver","2012","2011","","","","","","","","288","","0.89930000","0.88030000","0.86020000","0.02010000","","","","","","",""
"00137100","University of Denver","2013","2012","","","","","","","","313","","0.90730000","0.88730000","0.83850000","0.04880000","","","","","","",""
"00137100","University of Denver","2014","2013","","","","","","","","257","","0.92220000","0.85650000","0.81990000","0.03660000","","","","","","",""
"00137100","University of Denver","2015","2014","","","","","","","","255","","0.95290000","0.83540000","0.78380000","0.05160000","","","","","","",""
"00137100","University of Denver","2016","2015","","","","","","","","257","","0.94940000","0.83610000","0.75750000","0.07860000","","","","","","",""
